Especie;Familia;Nombre común;Genero;Diámetro;Altura;Copa;Riego;Unidades;Código vía
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.04;3.5;0.5;MANUAL;1;3602
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.05;3.5;1;MANUAL;1;3605
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;4.5;3;0.5;MANUAL;1;3598
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.04;3;1;MANUAL;1;3598
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.05;3;1;MANUAL;1;3605
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;4.5;3.55;0;MANUAL;1;3604
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.05;3;1;MANUAL;1;3604
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.04;3;0.5;MANUAL;1;3605
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.08;3.5;2;MANUAL;1;3605
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.4;5;1;MANUAL;1;3641
Brachychiton_acerifolia;Sterculiaceae;BRAQUIQUITO ACERIFOLIA ;BRACHYCHITON;0.1;10;3;MANUAL;1;3659
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.05;4;1.5;NO RIEGO;1;3660
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.09;3.5;0;NO RIEGO;1;3601
Alnus_glutinosa;Betulceae;ALISO;ALNUS;0.03;3.5;1;NO RIEGO;1;3950
Alnus_glutinosa;Betulceae;ALISO;ALNUS;0.04;4.5;0.5;NO RIEGO;1;3950
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.64;7;4;NO RIEGO;1;88
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0;0;0;NO RIEGO;1;88
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.55;7;2;NO RIEGO;1;88
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.58;7;3;NO RIEGO;1;88
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0;0;0;NO RIEGO;1;88
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.65;7;5;NO RIEGO;1;88
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.62;7;3;NO RIEGO;1;88
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;1.1;7;2;NO RIEGO;1;88
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.6;5;3;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.6;5;3;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.6;5;3;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.5;5;2;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.6;5;3;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.7;5;3;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.9;5;4;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.9;5;4;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.9;5;4;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.8;5;4;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.9;5;4;NO RIEGO;1;578
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.9;5;4;NO RIEGO;1;578
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.8;5;5;NO RIEGO;1;578
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.7;5;4;NO RIEGO;1;578
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.7;5;3;NO RIEGO;1;578
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.8;5;5;NO RIEGO;1;578
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;0.7;5;5;NO RIEGO;1;3763
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;1.2;7;4;NO RIEGO;1;4009
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;1;7;4;NO RIEGO;1;4009
Brachychiton_populneus;Sterculiaceae;BRAQUIQUITO BLANCO;BRACHYCHITON;1.5;7;5;NO RIEGO;1;4009
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.06;5;2.5;NO RIEGO;1;4142
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.06;5;2.5;NO RIEGO;1;4142
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.05;5;2.5;NO RIEGO;1;4142
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.08;5;4;NO RIEGO;1;537
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.05;4.5;2.5;NO RIEGO;1;537
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.03;3;1;NO RIEGO;1;537
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.05;4.5;2.5;NO RIEGO;1;537
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;4;4;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;3;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.38;4;4;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;4;1.5;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;4;1.5;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;4;1.5;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;2;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;3;NO RIEGO;1;4060
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;3;NO RIEGO;1;4057
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.12;4;0.5;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.12;4;0.5;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.2;4;1;NO RIEGO;1;4060
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;4;NO RIEGO;1;4060
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;4;3;NO RIEGO;1;4060
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;4;2;NO RIEGO;1;4060
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;4;3;NO RIEGO;1;4060
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;4;2;NO RIEGO;1;4060
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;4;2;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.22;4;1.5;NO RIEGO;1;4060
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.16;4;1;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;4;2;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.2;4;1.5;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;4;4;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;3;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;3;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;3;NO RIEGO;1;4059
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;3;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;4;3.5;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;4;2;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.22;3;1;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;3;1.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.16;3;0.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;3;2.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.38;3;3;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;3;3;NO RIEGO;1;3984
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;3;3;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;3;2;NO RIEGO;1;4054
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;3;2;NO RIEGO;1;4054
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;3;2;NO RIEGO;1;4054
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.4;3;3;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.34;3;3;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;3;2;NO RIEGO;1;4050
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;3;2;NO RIEGO;1;4050
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;3;2;NO RIEGO;1;4050
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;3;2;NO RIEGO;1;4051
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;3;2;NO RIEGO;1;4051
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.34;3;2;NO RIEGO;1;4051
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.44;3;3;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.14;3;0.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.38;3;2.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.38;3;2.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.38;3;3;NO RIEGO;1;3990
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.24;3;1.5;NO RIEGO;1;3991
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;3;1.5;NO RIEGO;1;3991
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;3;1.5;NO RIEGO;1;3991
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;3;1.5;NO RIEGO;1;3991
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.18;3;1;NO RIEGO;1;3991
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.34;3;1.5;NO RIEGO;1;3991
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;3;1.5;NO RIEGO;1;3991
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;3;1.5;NO RIEGO;1;3991
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.4;3;3;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.44;3;3;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.4;3;2;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.38;3;2;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;3;1;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;3;2;NO RIEGO;1;4052
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;3;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;3;1.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;3;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;3;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;3;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.4;4;3;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;4;2;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;4;1.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.34;4;2;NO RIEGO;1;4056
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;2;NO RIEGO;1;4056
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;4;3;NO RIEGO;1;4056
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;3;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;3;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;3;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;3;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;4;1.5;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.22;4;1;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.2;4;1;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.2;4;1.5;NO RIEGO;1;3989
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.2;4;1;NO RIEGO;1;4056
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;4;2;NO RIEGO;1;4056
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;4;1.5;NO RIEGO;1;4056
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;4;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.22;4;1;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;4;1.5;NO RIEGO;1;3986
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.14;4;0.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.24;4;1.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.32;4;2;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.34;4;3;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;3;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;4;1;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;4;1.5;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;4;2;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;4;2;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.12;4;0.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;4;3;NO RIEGO;1;3635
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2.5;NO RIEGO;1;3635
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2.5;NO RIEGO;1;3635
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.48;4;4;NO RIEGO;1;3635
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.42;4;3;NO RIEGO;1;3635
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.42;4;3.5;NO RIEGO;1;3990
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.4;4;3;NO RIEGO;1;3635
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.34;4;3.5;NO RIEGO;1;4058
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.26;4;3.5;NO RIEGO;1;4058
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.3;4;2;NO RIEGO;1;4058
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.34;4;2.5;NO RIEGO;1;4058
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.34;4;2.5;NO RIEGO;1;4058
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.34;4;3;NO RIEGO;1;4063
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.34;4;3.5;NO RIEGO;1;4058
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;4;2.5;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.38;4;2.5;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.38;4;3;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;4;3;NO RIEGO;1;3985
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.36;4;3;NO RIEGO;1;3984
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;0.28;4;2.5;NO RIEGO;1;3984
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.46;7;6;NO RIEGO;1;3534
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.6;7;6;NO RIEGO;1;3534
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;1.1;7;5;NO RIEGO;1;3539
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;1.2;7;6;NO RIEGO;1;218
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;1.1;7;7;NO RIEGO;1;218
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;14;5;2;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;18;5;3;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;20;5;3;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;14;5;2;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;18;5;2;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;20;5;2;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;22;5;2;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;30;5;4;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;18;5;3;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;22;5;3;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;24;5;3;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;26;5;4;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;22;5;3;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;16;5;1;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;22;5;2;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;28;5;3;NO RIEGO;1;3557
Catalpa_bungei;Bignoniaceae;CATALPA DE BUNGE;CATALPA;22;5;2;NO RIEGO;1;3557
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.3;5;3;NO RIEGO;1;3763
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.7;5;6;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.7;5;3;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.6;5;3;NO RIEGO;1;3763
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.6;5;5;NO RIEGO;1;3763
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.6;5;3;NO RIEGO;1;3763
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.8;5;5;NO RIEGO;1;3763
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.5;5;5;NO RIEGO;1;3763
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.6;5;8;NO RIEGO;1;3763
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.7;5;3;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.7;5;4;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.9;5;8;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.9;5;4;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.9;5;6;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.9;5;6;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.7;5;6;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.7;5;9;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.7;5;6;NO RIEGO;1;578
Catalpa_bignonioides;Bignoniaceae;CATALPA COMUN;CATALPA;0.8;5;6;NO RIEGO;1;578
