Especie;Familia;Nombre común;Genero;Diámetro;Altura;Copa;Riego;Unidades;Código vía
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.4;5;6;NO RIEGO;1;3763
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.5;5;12;NO RIEGO;1;3763
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.5;5;10;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.5;5;6;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.6;5;4;NO RIEGO;1;133
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.8;5;6;NO RIEGO;1;3763
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.9;5;8;NO RIEGO;1;3763
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.7;5;6;NO RIEGO;1;3763
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.7;5;6;NO RIEGO;1;3763
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.2;5;8;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1;5;6;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.5;5;12;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.3;5;12;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.7;5;14;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.5;5;14;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.7;5;6;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.5;5;3;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.9;7;10;NO RIEGO;1;1125
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1;7;10;NO RIEGO;1;1125
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1;7;9;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.1;7;9;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1;7;8;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.6;7;7;NO RIEGO;1;3586
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.1;7;9;NO RIEGO;1;3586
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.9;7;6;NO RIEGO;1;3586
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;0;0;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.84;7;9;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.62;7;5;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.74;7;6;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.72;7;6;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.9;7;7;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.82;7;6;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.8;7;6;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.84;7;6;NO RIEGO;1;3583
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.53;7;4;NO RIEGO;1;3583
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.8;7;5;NO RIEGO;1;3583
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.47;7;3;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.44;7;4;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.62;7;6;NO RIEGO;1;3666
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.88;7;8;NO RIEGO;1;3611
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.92;7;6;NO RIEGO;1;3611
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.62;7;6;NO RIEGO;1;1125
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.2;7;6;NO RIEGO;1;120
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.5;7;6;NO RIEGO;1;578
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.35;7;4;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.3;7;3;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.6;7;4;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.45;7;3;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.5;7;3;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.5;4;4;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.5;7;5;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.45;7;4;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.6;7;3;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.6;7;4;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.18;7;2;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.4;7;4;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.42;7;3;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.5;7;4;NO RIEGO;1;3626
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.45;7;4;NO RIEGO;1;3428
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.7;7;5;NO RIEGO;1;57
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.65;7;6;NO RIEGO;1;280
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.6;7;5;NO RIEGO;1;465
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.35;7;3;NO RIEGO;1;465
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.35;7;4;NO RIEGO;1;268
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.24;7;2.5;NO RIEGO;1;268
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.4;7;3;NO RIEGO;1;268
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.45;7;4;NO RIEGO;1;268
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.38;7;4;NO RIEGO;1;268
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.35;7;4;NO RIEGO;1;268
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;0;0;NO RIEGO;1;2363
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.35;7;3;NO RIEGO;1;268
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.18;4;1.5;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;4;2;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;4;2;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;1.5;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;4;2;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;1.5;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.16;4;1;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.18;4;1;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;1.5;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;1.5;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.16;4;1;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;4;2;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.26;4;2;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.26;4;2;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.14;4;1;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.14;4;1;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.16;4;1.5;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.16;4;1.5;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.16;4;1.5;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.16;4;1.5;NO RIEGO;1;4063
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.3;5;4;NO RIEGO;1;3972
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;5;2.5;NO RIEGO;1;3972
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;5;1.5;NO RIEGO;1;3972
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.12;5;1;NO RIEGO;1;3972
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;5;3;NO RIEGO;1;3967
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.15;5;1.5;NO RIEGO;1;3967
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;5;3;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.25;5;3;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.25;5;3;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;5;2;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;5;2.5;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;5;2.5;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.21;5;2.5;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.15;5;1;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.23;5;2;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;5;1.5;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.25;5;2.5;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;5;2;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;5;1.5;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;5;2;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;5;2.5;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.18;5;2.5;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.15;5;1;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;5;2;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.21;5;2.5;NO RIEGO;1;3961
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;0;0;NO RIEGO;1;3961
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;0;0;NO RIEGO;1;3961
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.25;5;2.5;NO RIEGO;1;3973
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.25;5;2.5;NO RIEGO;1;3973
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;5;2.5;NO RIEGO;1;3973
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.31;5;3;NO RIEGO;1;3973
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.43;5;4;NO RIEGO;1;3965
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.35;5;3;NO RIEGO;1;3965
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.3;5;2;NO RIEGO;1;3965
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.27;5;3;NO RIEGO;1;3965
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.3;5;2;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.35;5;4;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.35;5;4;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.32;5;3.5;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.32;5;4;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.36;5;3.5;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.4;5;4;NO RIEGO;1;3970
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.4;5;4;NO RIEGO;1;3971
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.15;4;1.5;NO RIEGO;1;4090
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.23;4;3;NO RIEGO;1;4090
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.21;4;3;NO RIEGO;1;4090
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.15;4;1.5;NO RIEGO;1;4090
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;3;NO RIEGO;1;4090
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.19;4;3;NO RIEGO;1;4090
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.12;4;1;NO RIEGO;1;4086
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.14;4;1.5;NO RIEGO;1;4086
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.15;4;2;NO RIEGO;1;4092
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.14;4;1.5;NO RIEGO;1;4092
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;1.5;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;1.5;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;1.5;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.26;4;2;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;4;2.5;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;2;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2.5;NO RIEGO;1;2477
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;2477
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;4;2.5;NO RIEGO;1;2477
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;2477
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;4;2.5;NO RIEGO;1;2477
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;2;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;2;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2.5;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;4;2.5;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;2;NO RIEGO;1;4148
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.16;4;1.5;NO RIEGO;1;3242
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;2;NO RIEGO;1;259
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.18;4;1.5;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.18;4;1.5;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.16;4;1;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.18;4;1.5;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;4;2;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.18;4;1.5;NO RIEGO;1;3470
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;1.5;NO RIEGO;1;3470
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;3470
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;3470
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;2;NO RIEGO;1;3470
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;2;NO RIEGO;1;3470
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;1.5;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;2;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;1.5;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;1.5;NO RIEGO;1;4150
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.2;4;2;NO RIEGO;1;259
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;4;1.5;NO RIEGO;1;3242
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;4;2;NO RIEGO;1;3242
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.12;5;0.5;NO RIEGO;1;3539
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.38;7;3;NO RIEGO;1;3539
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.28;5;3;NO RIEGO;1;1135
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.5;7;5;NO RIEGO;1;3539
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.52;7;5;NO RIEGO;1;3539
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.45;7;4;NO RIEGO;1;3539
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.46;7;3.5;NO RIEGO;1;3539
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.52;7;4;NO RIEGO;1;276
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;5;2;NO RIEGO;1;276
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.35;7;4;NO RIEGO;1;276
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.36;7;3;NO RIEGO;1;276
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.42;7;4;NO RIEGO;1;276
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.52;7;4;NO RIEGO;1;276
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.5;7;6;NO RIEGO;1;276
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.54;7;6;NO RIEGO;1;276
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.28;5;4;NO RIEGO;1;3048
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;26;5;3;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.3;5;2;NO RIEGO;1;3562
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.12;5;1;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.5;7;4;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.4;7;3;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.35;5;3;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.26;5;2;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;5;3;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.12;5;1;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;0;0;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;0;0;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.32;7;3.5;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.14;5;1.5;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;5;2;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;0;0;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.18;5;1;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.4;5;4;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.34;5;3;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;0;0;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.12;5;1;NO RIEGO;1;3549
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.38;7;4;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;7;2;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;5;2;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.34;5;3;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.24;5;2;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.22;5;2;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.28;5;2.5;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.4;7;5;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.12;5;1;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.16;5;1;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.4;5;2;NO RIEGO;1;24
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.4;5;3;NO RIEGO;1;542
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.45;7;3;NO RIEGO;1;542
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.45;7;2.5;NO RIEGO;1;542
